epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,9894.43,2.25194,1.95388,1.31777,0.72937,0.44719,0.47229,0.21649,2.29085,1.9469,1.38781,0.00087875,0.00087875,0.00087875
32,10190.6,2.26615,1.95076,1.32133,0.7568,0.45333,0.51036,0.22633,2.26215,1.77126,1.37052,0.000866375,0.000866375,0.000866375
33,10485.5,2.22535,1.88226,1.30422,0.71877,0.46558,0.48358,0.21266,2.28873,1.74188,1.38697,0.000854,0.000854,0.000854
34,10779.8,2.24695,1.82623,1.3269,0.57311,0.47781,0.51267,0.23431,2.17863,1.71228,1.34546,0.000841625,0.000841625,0.000841625
35,11073.3,2.16312,1.75055,1.28047,0.70262,0.44356,0.5171,0.2436,2.21232,1.6874,1.36204,0.00082925,0.00082925,0.00082925
36,11370.2,2.17041,1.73335,1.28409,0.69113,0.48152,0.5285,0.23069,2.20284,1.68283,1.3568,0.000816875,0.000816875,0.000816875
37,11666.2,2.17777,1.76269,1.29669,0.84751,0.45245,0.55608,0.25163,2.15862,1.57101,1.32682,0.0008045,0.0008045,0.0008045
38,11964.1,2.17091,1.71305,1.2547,0.66089,0.53385,0.5456,0.25092,2.15348,1.54954,1.32601,0.000792125,0.000792125,0.000792125
39,12264.1,2.16005,1.70834,1.26957,0.6417,0.52367,0.5665,0.23863,2.19881,1.55652,1.35896,0.00077975,0.00077975,0.00077975
40,12562.7,2.0817,1.60376,1.25888,0.7543,0.4941,0.58031,0.25418,2.15461,1.52229,1.3232,0.000767375,0.000767375,0.000767375
41,12859.5,2.1294,1.61697,1.28242,0.68315,0.59046,0.61482,0.26062,2.1731,1.50277,1.32928,0.000755,0.000755,0.000755
42,13155.9,2.09443,1.59319,1.24764,0.66156,0.61026,0.61564,0.27742,2.04063,1.47191,1.28162,0.000742625,0.000742625,0.000742625
43,13453.7,2.07008,1.58242,1.2421,0.63945,0.54811,0.59094,0.2604,2.11908,1.52989,1.32131,0.00073025,0.00073025,0.00073025
44,13752.3,2.0829,1.59058,1.25568,0.65847,0.55908,0.60907,0.27367,2.1098,1.52145,1.30602,0.000717875,0.000717875,0.000717875
45,14049.5,2.05477,1.52188,1.25641,0.6928,0.57343,0.63435,0.27555,2.09174,1.4676,1.30386,0.0007055,0.0007055,0.0007055
46,14349.4,2.06192,1.54215,1.23826,0.73769,0.62432,0.66916,0.29629,2.05214,1.39025,1.27793,0.000693125,0.000693125,0.000693125
47,14649.5,2.0541,1.53595,1.23326,0.66011,0.60952,0.65255,0.28013,2.09632,1.38482,1.28701,0.00068075,0.00068075,0.00068075
48,14950.7,2.01386,1.47192,1.23759,0.71998,0.60852,0.64872,0.28391,2.04938,1.35678,1.27987,0.000668375,0.000668375,0.000668375
49,15250.2,1.95086,1.38499,1.21253,0.62913,0.64838,0.6444,0.28821,2.04458,1.39166,1.28801,0.000656,0.000656,0.000656
50,15549.3,1.99182,1.40378,1.21112,0.72753,0.57242,0.6472,0.28408,2.05566,1.32869,1.29527,0.000643625,0.000643625,0.000643625
51,15844.8,2.01401,1.41402,1.21787,0.66486,0.58173,0.62776,0.28528,2.0481,1.3778,1.28974,0.00063125,0.00063125,0.00063125
52,16145.7,1.98974,1.45543,1.21785,0.68915,0.63174,0.64198,0.28617,2.00446,1.33445,1.26473,0.000618875,0.000618875,0.000618875
53,16443.8,1.99796,1.4153,1.1994,0.67027,0.62564,0.68704,0.30337,1.99119,1.33363,1.25773,0.0006065,0.0006065,0.0006065
54,16741.6,1.87903,1.30385,1.16866,0.80743,0.58218,0.70026,0.30852,2.00387,1.26127,1.27168,0.000594125,0.000594125,0.000594125
55,17039.7,1.95465,1.3536,1.20532,0.68659,0.68802,0.71505,0.31916,2.01646,1.26021,1.26133,0.00058175,0.00058175,0.00058175
56,17336.7,1.93627,1.33427,1.18607,0.73928,0.68823,0.74241,0.33522,1.94536,1.22644,1.2487,0.000569375,0.000569375,0.000569375
57,17636.9,1.9422,1.35067,1.20262,0.68055,0.6961,0.70585,0.30667,2.00044,1.29212,1.26399,0.000557,0.000557,0.000557
58,17934.8,1.90357,1.30006,1.16772,0.68344,0.64742,0.65994,0.30145,2.03541,1.22775,1.27658,0.000544625,0.000544625,0.000544625
59,18233.3,1.89966,1.34581,1.17187,0.6439,0.65979,0.67188,0.31277,2.00121,1.38206,1.25595,0.00053225,0.00053225,0.00053225
60,18531.9,1.90992,1.3178,1.17631,0.72678,0.69318,0.76287,0.34257,1.94978,1.18601,1.23157,0.000519875,0.000519875,0.000519875
61,18832.2,1.87662,1.24623,1.17101,0.78695,0.69624,0.74376,0.33204,1.99931,1.17104,1.25143,0.0005075,0.0005075,0.0005075
62,19135.5,1.84163,1.25588,1.16763,0.72268,0.74669,0.77284,0.33775,1.96746,1.18396,1.24305,0.000495125,0.000495125,0.000495125
63,19435.8,1.81447,1.20296,1.15534,0.79705,0.71271,0.78546,0.34474,1.95836,1.16889,1.24758,0.00048275,0.00048275,0.00048275
64,19737.2,1.85118,1.23,1.15962,0.76854,0.71046,0.78341,0.33415,1.98383,1.22271,1.25719,0.000470375,0.000470375,0.000470375
65,20038.2,1.84978,1.20577,1.16594,0.79378,0.70431,0.75983,0.33686,1.98041,1.1222,1.25559,0.000458,0.000458,0.000458
66,20338.8,1.87627,1.22041,1.1722,0.79105,0.74882,0.80011,0.34385,2.02087,1.18652,1.24496,0.000445625,0.000445625,0.000445625
67,20640.2,1.82819,1.22944,1.1505,0.82911,0.7172,0.80001,0.35151,1.96658,1.11686,1.2434,0.00043325,0.00043325,0.00043325
68,20942.3,1.85146,1.20144,1.16919,0.81023,0.7542,0.78204,0.35471,1.93241,1.12223,1.23065,0.000420875,0.000420875,0.000420875
69,21242,1.8485,1.19155,1.14997,0.78053,0.7197,0.78624,0.35219,1.92453,1.15528,1.22234,0.0004085,0.0004085,0.0004085
70,21542.7,1.80165,1.1552,1.13551,0.7963,0.74404,0.79459,0.35821,1.93063,1.11098,1.24432,0.000396125,0.000396125,0.000396125
71,21841.6,1.79972,1.14027,1.13458,0.80855,0.77211,0.80468,0.34908,1.94272,1.11378,1.23071,0.00038375,0.00038375,0.00038375
72,22141.6,1.8181,1.14664,1.15722,0.80798,0.67794,0.7814,0.35637,1.94559,1.14662,1.23672,0.000371375,0.000371375,0.000371375
73,22446.1,1.77339,1.10437,1.13579,0.86249,0.69519,0.77802,0.34617,1.93178,1.11508,1.23805,0.000359,0.000359,0.000359
74,22746.7,1.78023,1.13034,1.13577,0.84204,0.65489,0.75511,0.34209,1.98699,1.11852,1.25756,0.000346625,0.000346625,0.000346625
75,23049.9,1.80877,1.14562,1.1393,0.85661,0.72873,0.8145,0.36094,1.9194,1.0872,1.23074,0.00033425,0.00033425,0.00033425
76,23354,1.7375,1.08517,1.12629,0.8699,0.67707,0.79605,0.35725,1.95109,1.08513,1.23914,0.000321875,0.000321875,0.000321875
77,23658,1.76223,1.10024,1.1257,0.82545,0.714,0.80145,0.36969,1.88887,1.05406,1.21095,0.0003095,0.0003095,0.0003095
78,23960.1,1.75192,1.107,1.12616,0.7542,0.75782,0.77145,0.35989,1.91421,1.07235,1.22916,0.000297125,0.000297125,0.000297125
79,24265.8,1.78854,1.08429,1.12635,0.86442,0.73686,0.82036,0.38133,1.86192,1.06136,1.20286,0.00028475,0.00028475,0.00028475
80,24570.3,1.7371,1.07252,1.11629,0.79884,0.73398,0.78988,0.35984,1.93053,1.05502,1.23124,0.000272375,0.000272375,0.000272375
81,24871.8,1.72262,1.07385,1.10561,0.81952,0.76397,0.80982,0.3718,1.89909,1.03601,1.22453,0.00026,0.00026,0.00026
82,25174.7,1.69057,1.05097,1.11404,0.83489,0.72134,0.78017,0.36657,1.93073,1.04078,1.23543,0.000247625,0.000247625,0.000247625
83,25479.4,1.74634,1.07129,1.1251,0.81708,0.78516,0.80641,0.3728,1.91549,1.02769,1.22436,0.00023525,0.00023525,0.00023525
84,25783.9,1.66063,1.00063,1.09858,0.82586,0.76134,0.79447,0.37055,1.89027,1.02134,1.21375,0.000222875,0.000222875,0.000222875
85,26088,1.71707,1.04677,1.11334,0.80516,0.80802,0.83826,0.38365,1.87935,1.02726,1.21042,0.0002105,0.0002105,0.0002105
86,26394.1,1.72952,1.05116,1.12383,0.84809,0.75663,0.8181,0.38053,1.8851,1.05239,1.2141,0.000198125,0.000198125,0.000198125
87,26697.3,1.71053,1.04302,1.10644,0.89233,0.75875,0.82533,0.37882,1.88547,1.05002,1.21472,0.00018575,0.00018575,0.00018575
88,26999.7,1.67646,1.01836,1.1079,0.89106,0.73603,0.82253,0.38393,1.88814,1.01363,1.21242,0.000173375,0.000173375,0.000173375
89,27304.4,1.71469,1.0393,1.10291,0.8492,0.76014,0.82831,0.38281,1.90822,1.00536,1.21361,0.000161,0.000161,0.000161
90,27610.1,1.68291,1.01237,1.08711,0.85263,0.75611,0.83009,0.39139,1.8677,1.00242,1.20622,0.000148625,0.000148625,0.000148625
91,27915,1.61623,0.98522,1.12767,0.79327,0.76974,0.77438,0.36809,1.90114,1.04349,1.22455,0.00013625,0.00013625,0.00013625
92,28219.4,1.55984,0.93426,1.12165,0.84022,0.79016,0.84331,0.38432,1.8805,1.03826,1.21096,0.000123875,0.000123875,0.000123875
93,28520.9,1.55867,0.92313,1.12019,0.83838,0.73408,0.79413,0.38848,1.87069,1.01952,1.21581,0.0001115,0.0001115,0.0001115
94,28823.7,1.55015,0.90914,1.11893,0.83727,0.78383,0.83898,0.39051,1.86068,1.00427,1.21128,9.9125e-05,9.9125e-05,9.9125e-05
95,29148,1.56288,0.90908,1.11335,0.88545,0.73568,0.83067,0.38952,1.86973,1.01099,1.21175,8.675e-05,8.675e-05,8.675e-05
96,29476.9,1.5683,0.89176,1.10454,0.85654,0.77523,0.84603,0.39562,1.87752,1.00994,1.21059,7.4375e-05,7.4375e-05,7.4375e-05
97,29781.6,1.56357,0.90439,1.12726,0.85366,0.79919,0.83746,0.38849,1.87529,0.99293,1.21192,6.2e-05,6.2e-05,6.2e-05
98,30086.1,1.523,0.87458,1.09816,0.87878,0.75541,0.83919,0.39414,1.86321,0.99743,1.20867,4.9625e-05,4.9625e-05,4.9625e-05
99,30391.2,1.55756,0.89317,1.11365,0.80303,0.80889,0.84434,0.39089,1.86677,0.99074,1.21055,3.725e-05,3.725e-05,3.725e-05
100,30695.4,1.52037,0.88822,1.10674,0.85955,0.75996,0.84179,0.39169,1.86315,0.99237,1.2093,2.4875e-05,2.4875e-05,2.4875e-05
