epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,10856.9,2.21663,1.81709,1.32504,0.54397,0.4845,0.47198,0.20709,2.13311,1.83164,1.3417,0.000981875,0.000981875,0.000981875
28,11233.9,2.1529,1.77492,1.31392,0.57355,0.44843,0.46136,0.1921,2.15047,1.79355,1.3624,0.000971562,0.000971562,0.000971562
29,11609.6,2.16615,1.76315,1.30392,0.5313,0.49713,0.46968,0.19345,2.14795,1.77379,1.3573,0.00096125,0.00096125,0.00096125
30,11980.9,2.16365,1.78088,1.29104,0.52326,0.48231,0.46148,0.19711,2.1364,1.73345,1.34073,0.000950937,0.000950937,0.000950937
31,12362.2,2.11729,1.69153,1.27651,0.57089,0.49796,0.48734,0.20785,2.11556,1.70297,1.33891,0.000940625,0.000940625,0.000940625
32,12790.5,2.1485,1.65481,1.28645,0.54046,0.53825,0.48404,0.20567,2.12251,1.6429,1.34916,0.000930313,0.000930313,0.000930313
33,13163.6,2.08958,1.59467,1.27478,0.60121,0.51205,0.49746,0.20466,2.12401,1.65808,1.34378,0.00092,0.00092,0.00092
34,13498.4,2.13395,1.6415,1.29218,0.55431,0.50187,0.48523,0.21406,2.05733,1.71662,1.31664,0.000909688,0.000909688,0.000909688
35,13847.1,2.07944,1.62309,1.26041,0.55921,0.51869,0.49668,0.20528,2.13888,1.77281,1.34594,0.000899375,0.000899375,0.000899375
36,14195.5,2.08446,1.6151,1.26854,0.56121,0.54015,0.51615,0.21801,2.11194,1.69267,1.33091,0.000889062,0.000889062,0.000889062
37,14544.7,2.04946,1.55703,1.25188,0.61545,0.54679,0.53638,0.22864,2.02065,1.56683,1.29298,0.00087875,0.00087875,0.00087875
38,14893.3,2.04775,1.52035,1.25453,0.57527,0.53319,0.53284,0.22407,2.0317,1.56715,1.30376,0.000868437,0.000868437,0.000868437
39,15242.3,2.0751,1.5496,1.27074,0.60498,0.56815,0.53509,0.22311,2.06674,1.57553,1.31613,0.000858125,0.000858125,0.000858125
40,15592.2,1.98459,1.5237,1.22887,0.59289,0.53067,0.53786,0.23359,2.01561,1.55653,1.29231,0.000847813,0.000847813,0.000847813
41,15941.2,2.02197,1.49752,1.24568,0.51848,0.58458,0.4992,0.21852,2.07579,1.65598,1.31204,0.0008375,0.0008375,0.0008375
42,16292.5,1.98724,1.46545,1.22634,0.63199,0.53306,0.54701,0.23181,2.03564,1.6275,1.29835,0.000827187,0.000827187,0.000827187
43,16642.2,2.01095,1.49868,1.25698,0.57218,0.55087,0.54567,0.24521,2.00463,1.51354,1.2903,0.000816875,0.000816875,0.000816875
44,16991.5,1.98451,1.4552,1.21087,0.62516,0.5055,0.54054,0.22346,2.09048,1.58809,1.31587,0.000806562,0.000806562,0.000806562
45,17341.4,2.00738,1.41007,1.23505,0.63734,0.51762,0.53981,0.23366,2.05573,1.55133,1.30856,0.00079625,0.00079625,0.00079625
46,17691.3,2.00462,1.43121,1.22818,0.60685,0.53185,0.52604,0.22828,2.04226,1.54326,1.30885,0.000785938,0.000785938,0.000785938
47,18041.4,1.96556,1.3981,1.22124,0.59134,0.58799,0.54924,0.23616,1.99659,1.49843,1.27668,0.000775625,0.000775625,0.000775625
48,18391,1.99072,1.40204,1.2341,0.61646,0.56881,0.55761,0.25506,1.97858,1.4539,1.2735,0.000765313,0.000765313,0.000765313
49,18741,1.96272,1.39668,1.23185,0.63773,0.56391,0.55772,0.2421,2.03859,1.4984,1.29704,0.000755,0.000755,0.000755
50,19091.6,1.94419,1.38959,1.21339,0.66554,0.57952,0.58149,0.26,2.01218,1.4202,1.28195,0.000744688,0.000744688,0.000744688
51,19443.7,1.94626,1.36805,1.20165,0.65497,0.56708,0.57268,0.2557,1.98307,1.4601,1.27402,0.000734375,0.000734375,0.000734375
52,19791.6,1.90874,1.31551,1.19904,0.66942,0.6088,0.60326,0.26826,1.93593,1.42405,1.25183,0.000724062,0.000724062,0.000724062
53,20144.7,1.91599,1.33516,1.20436,0.61484,0.6047,0.57921,0.24655,1.98279,1.47451,1.27132,0.00071375,0.00071375,0.00071375
54,20493.3,1.91376,1.30222,1.18255,0.61355,0.63272,0.59124,0.2527,2.01136,1.41488,1.28326,0.000703437,0.000703437,0.000703437
55,20842,1.89692,1.28269,1.19205,0.61383,0.62504,0.57599,0.23429,2.07211,1.45445,1.29654,0.000693125,0.000693125,0.000693125
56,21191.1,1.88976,1.28781,1.18611,0.66626,0.61903,0.62013,0.27116,1.96399,1.46551,1.26239,0.000682813,0.000682813,0.000682813
57,21539.8,1.88453,1.26755,1.19437,0.64305,0.6317,0.59539,0.26253,1.97242,1.43331,1.25987,0.0006725,0.0006725,0.0006725
58,21888.2,1.87768,1.29689,1.19325,0.582,0.63675,0.57271,0.25802,1.95972,1.4152,1.26274,0.000662188,0.000662188,0.000662188
59,22237.1,1.853,1.22962,1.17364,0.64324,0.62267,0.61166,0.26815,1.94735,1.4168,1.2537,0.000651875,0.000651875,0.000651875
60,22585.3,1.88252,1.27615,1.19506,0.66537,0.67097,0.6323,0.26869,1.96135,1.35719,1.26158,0.000641562,0.000641562,0.000641562
61,22934.7,1.82753,1.20843,1.17985,0.62088,0.64785,0.61255,0.25894,1.97997,1.37195,1.26709,0.00063125,0.00063125,0.00063125
62,23284.4,1.85074,1.22254,1.16761,0.68081,0.61637,0.63112,0.28029,1.91698,1.35128,1.24455,0.000620938,0.000620938,0.000620938
63,23634.4,1.81559,1.19327,1.16016,0.68339,0.66256,0.64701,0.28203,1.94402,1.33667,1.25484,0.000610625,0.000610625,0.000610625
64,23982.3,1.83031,1.16674,1.16775,0.61701,0.64737,0.62767,0.27884,1.94452,1.36198,1.24439,0.000600313,0.000600313,0.000600313
65,24330.3,1.82078,1.19276,1.15712,0.6234,0.63613,0.59366,0.26273,1.94444,1.41217,1.25325,0.00059,0.00059,0.00059
66,24678,1.82295,1.21235,1.16662,0.64173,0.63659,0.6178,0.28108,1.92853,1.30051,1.24515,0.000579688,0.000579688,0.000579688
67,25027.3,1.82224,1.20233,1.17255,0.70869,0.61494,0.6214,0.27954,1.91728,1.28488,1.24841,0.000569375,0.000569375,0.000569375
68,25376.8,1.80923,1.14485,1.14759,0.69559,0.66274,0.64509,0.29106,1.92179,1.33319,1.23858,0.000559062,0.000559062,0.000559062
69,25727.4,1.79006,1.15366,1.14942,0.68764,0.66246,0.64061,0.28631,1.91278,1.3178,1.24117,0.00054875,0.00054875,0.00054875
70,26077,1.801,1.14234,1.14655,0.69772,0.62482,0.6031,0.2649,1.96388,1.37686,1.25948,0.000538438,0.000538438,0.000538438
71,26427.3,1.78567,1.13052,1.15211,0.66115,0.64872,0.62635,0.27857,1.90614,1.32746,1.23297,0.000528125,0.000528125,0.000528125
72,26829.5,1.81952,1.14872,1.17334,0.66922,0.63176,0.62608,0.28607,1.9226,1.29906,1.24491,0.000517813,0.000517813,0.000517813
73,27273.4,1.78263,1.1046,1.14558,0.67593,0.68271,0.64558,0.29079,1.89456,1.27303,1.22732,0.0005075,0.0005075,0.0005075
74,27636,1.7783,1.13469,1.13712,0.68042,0.68324,0.65091,0.29867,1.87722,1.27921,1.22081,0.000497188,0.000497188,0.000497188
75,28076.8,1.72687,1.09521,1.13241,0.67655,0.68793,0.64397,0.28856,1.89439,1.27003,1.2305,0.000486875,0.000486875,0.000486875
76,28493.7,1.76049,1.10413,1.1424,0.69109,0.68668,0.6718,0.28923,1.94593,1.25911,1.25359,0.000476562,0.000476562,0.000476562
77,28898.2,1.7367,1.08563,1.14531,0.72265,0.66596,0.66977,0.30695,1.9095,1.26006,1.22406,0.00046625,0.00046625,0.00046625
78,29244.1,1.74656,1.06155,1.14104,0.68597,0.69553,0.66043,0.29525,1.90781,1.24523,1.23683,0.000455937,0.000455937,0.000455937
79,29599.3,1.73415,1.08882,1.14118,0.70539,0.69481,0.65516,0.29867,1.89983,1.27311,1.23153,0.000445625,0.000445625,0.000445625
80,29958.8,1.73862,1.06226,1.12819,0.66715,0.73074,0.65305,0.30414,1.85792,1.20776,1.2202,0.000435312,0.000435312,0.000435312
81,30318.3,1.74004,1.09117,1.12483,0.68698,0.71817,0.66346,0.29713,1.90339,1.2505,1.23021,0.000425,0.000425,0.000425
82,30672.6,1.71684,1.04498,1.12885,0.67783,0.70055,0.65035,0.29543,1.92871,1.24202,1.24223,0.000414688,0.000414688,0.000414688
83,31044.1,1.73526,1.05198,1.12125,0.71677,0.6857,0.67834,0.31501,1.88469,1.21837,1.22306,0.000404375,0.000404375,0.000404375
84,31468.7,1.71547,1.03373,1.11248,0.70493,0.71491,0.67027,0.31464,1.86952,1.19064,1.2209,0.000394063,0.000394063,0.000394063
85,31929.6,1.71856,1.04473,1.13528,0.70059,0.68706,0.64923,0.30135,1.92083,1.23978,1.23964,0.00038375,0.00038375,0.00038375
86,32314.3,1.67414,1.03328,1.09162,0.69428,0.69871,0.66302,0.30165,1.85981,1.1957,1.21825,0.000373437,0.000373437,0.000373437
87,32747.2,1.6784,1.02411,1.10724,0.71062,0.72024,0.68616,0.31526,1.86037,1.19444,1.21939,0.000363125,0.000363125,0.000363125
88,33188.7,1.70952,1.00646,1.12333,0.73044,0.71782,0.68555,0.31305,1.88661,1.20029,1.22036,0.000352812,0.000352812,0.000352812
89,33626.1,1.6859,1.00665,1.108,0.67274,0.704,0.67046,0.30408,1.88394,1.21947,1.22233,0.0003425,0.0003425,0.0003425
90,34063.6,1.66682,1.00717,1.10448,0.69399,0.73106,0.67086,0.31383,1.8679,1.23895,1.22258,0.000332187,0.000332187,0.000332187
91,34508.9,1.67251,1.0014,1.10925,0.66903,0.72413,0.6621,0.29737,1.89299,1.20466,1.22898,0.000321875,0.000321875,0.000321875
92,34956.6,1.7049,1.0029,1.11352,0.72081,0.68871,0.67598,0.30427,1.88275,1.2028,1.22089,0.000311563,0.000311563,0.000311563
93,35403.2,1.65412,0.98066,1.10321,0.71517,0.74697,0.70128,0.32264,1.86533,1.16811,1.21334,0.00030125,0.00030125,0.00030125
94,35868.6,1.6643,0.99296,1.09642,0.70482,0.72757,0.69302,0.31853,1.85002,1.1705,1.21435,0.000290937,0.000290937,0.000290937
95,36329.1,1.66861,0.97455,1.10556,0.71837,0.72691,0.69443,0.30981,1.8716,1.1673,1.21793,0.000280625,0.000280625,0.000280625
96,36733.8,1.62463,0.97298,1.09696,0.72973,0.73351,0.69492,0.31975,1.86484,1.16655,1.22157,0.000270313,0.000270313,0.000270313
97,37110.9,1.67646,0.98548,1.09761,0.71231,0.73544,0.68661,0.3254,1.82344,1.1505,1.2098,0.00026,0.00026,0.00026
98,37506.8,1.64907,0.96129,1.09268,0.72176,0.74103,0.70025,0.32623,1.84711,1.16818,1.21319,0.000249687,0.000249687,0.000249687
99,37979.2,1.65906,0.98842,1.11077,0.71269,0.76244,0.68268,0.31808,1.83661,1.17992,1.20756,0.000239375,0.000239375,0.000239375
100,38397.9,1.62705,0.95634,1.09588,0.73649,0.76354,0.70069,0.32115,1.8588,1.14546,1.20874,0.000229063,0.000229063,0.000229063
101,38785.9,1.62251,0.93933,1.09515,0.72655,0.75844,0.70121,0.32436,1.85239,1.1529,1.21017,0.00021875,0.00021875,0.00021875
102,39168.7,1.62355,0.93868,1.09073,0.72587,0.75087,0.69385,0.32328,1.85754,1.15126,1.21534,0.000208438,0.000208438,0.000208438
103,39569.5,1.63547,0.93771,1.09915,0.73614,0.71526,0.69212,0.32332,1.85563,1.1682,1.20881,0.000198125,0.000198125,0.000198125
104,39974.1,1.62267,0.93931,1.09148,0.73179,0.72663,0.69728,0.32515,1.86605,1.15135,1.20894,0.000187813,0.000187813,0.000187813
105,40375.4,1.61314,0.94387,1.09968,0.72733,0.74932,0.70431,0.31966,1.87515,1.15638,1.21838,0.0001775,0.0001775,0.0001775
106,40776.8,1.58487,0.93161,1.07725,0.70931,0.76049,0.69567,0.33052,1.8226,1.13404,1.20351,0.000167188,0.000167188,0.000167188
107,41189.6,1.61362,0.92683,1.08092,0.73239,0.72965,0.70627,0.33517,1.82737,1.12637,1.20209,0.000156875,0.000156875,0.000156875
108,41578.3,1.58652,0.90458,1.08556,0.71383,0.74087,0.7013,0.33097,1.84092,1.1529,1.20705,0.000146562,0.000146562,0.000146562
109,41966,1.60508,0.91555,1.09153,0.73408,0.75727,0.70629,0.3311,1.85344,1.13951,1.20886,0.00013625,0.00013625,0.00013625
110,42353.9,1.56807,0.9078,1.09149,0.71393,0.72942,0.70028,0.32576,1.86586,1.15066,1.21596,0.000125938,0.000125938,0.000125938
111,42741.3,1.5242,0.85666,1.10971,0.71847,0.74153,0.69879,0.32178,1.84296,1.16428,1.21188,0.000115625,0.000115625,0.000115625
112,43124.4,1.48785,0.80958,1.09867,0.71652,0.73159,0.68703,0.31681,1.85379,1.17338,1.21219,0.000105312,0.000105312,0.000105312
113,43510.4,1.48432,0.80821,1.09832,0.7405,0.75742,0.69997,0.32587,1.85216,1.15997,1.20689,9.5e-05,9.5e-05,9.5e-05
114,43892.3,1.49059,0.8139,1.09789,0.73087,0.74207,0.69913,0.32963,1.84849,1.14161,1.207,8.46875e-05,8.46875e-05,8.46875e-05
115,44288.3,1.48995,0.81043,1.10222,0.73508,0.74084,0.70536,0.32928,1.85091,1.15543,1.20756,7.4375e-05,7.4375e-05,7.4375e-05
116,44673.8,1.46299,0.79685,1.0955,0.73322,0.75471,0.70728,0.33238,1.85331,1.15085,1.20882,6.40625e-05,6.40625e-05,6.40625e-05
117,45058.3,1.45454,0.80208,1.08594,0.72423,0.77005,0.70435,0.33176,1.85273,1.13998,1.21205,5.375e-05,5.375e-05,5.375e-05
118,45443.9,1.48331,0.80235,1.09295,0.73427,0.75547,0.70714,0.33592,1.8497,1.13974,1.21083,4.34375e-05,4.34375e-05,4.34375e-05
119,45828.1,1.47822,0.78933,1.09753,0.7409,0.76123,0.7071,0.33349,1.84134,1.1408,1.20743,3.3125e-05,3.3125e-05,3.3125e-05
120,46211.2,1.44569,0.7738,1.0757,0.73034,0.76357,0.70415,0.33024,1.841,1.15002,1.20794,2.28125e-05,2.28125e-05,2.28125e-05
