epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,700.864,1.97706,1.89087,1.34615,0.65959,0.48214,0.5179,0.2612,2.1506,1.70696,1.39116,0.00092825,0.00092825,0.00092825
15,748.932,1.9694,1.51481,1.18881,0.71188,0.50588,0.58169,0.27565,2.02559,1.4908,1.3034,0.0009035,0.0009035,0.0009035
16,789.883,2.00457,1.40662,1.18347,0.69547,0.49643,0.56197,0.26612,1.95729,1.82806,1.25665,0.00087875,0.00087875,0.00087875
17,833.906,1.99035,1.33096,1.19792,0.76486,0.48571,0.60697,0.30651,1.78386,1.61562,1.20353,0.000854,0.000854,0.000854
18,878.528,1.86739,1.26489,1.16082,0.66781,0.58929,0.6384,0.32467,1.77055,1.40221,1.20935,0.00082925,0.00082925,0.00082925
19,922.445,1.92906,1.32293,1.1951,0.84841,0.46775,0.63339,0.3511,1.71266,1.37324,1.17545,0.0008045,0.0008045,0.0008045
20,965.743,1.82483,1.34531,1.14163,0.69572,0.55357,0.61788,0.32095,1.74686,1.33216,1.19821,0.00077975,0.00077975,0.00077975
21,1010.53,1.98199,1.31052,1.23847,0.55837,0.53092,0.63112,0.29721,1.79106,1.48975,1.21929,0.000755,0.000755,0.000755
22,1053.84,1.89083,1.39751,1.15376,0.62677,0.53929,0.61745,0.27764,1.92903,1.50829,1.2431,0.00073025,0.00073025,0.00073025
23,1097.03,1.96723,1.29769,1.19651,0.59408,0.53193,0.57396,0.25806,1.946,1.42743,1.2341,0.0007055,0.0007055,0.0007055
24,1140.49,1.81094,1.31686,1.114,0.55063,0.47143,0.51938,0.21376,2.00378,1.61836,1.28974,0.00068075,0.00068075,0.00068075
25,1183.73,1.88682,1.44381,1.14131,0.62884,0.43944,0.54578,0.21778,2.06789,1.69819,1.31242,0.000656,0.000656,0.000656
26,1228.84,1.74213,1.17395,1.10383,0.76103,0.49476,0.60506,0.24957,2.08366,1.72349,1.30479,0.00063125,0.00063125,0.00063125
27,1272.72,1.58909,1.18058,1.00861,0.69713,0.50357,0.62599,0.28795,2.05242,1.56505,1.28895,0.0006065,0.0006065,0.0006065
28,1316.22,1.82592,1.23198,1.10033,0.84015,0.48929,0.62127,0.29898,1.94777,1.72151,1.27656,0.00058175,0.00058175,0.00058175
29,1360.82,1.74473,1.18116,1.07841,0.48068,0.61516,0.5916,0.30062,1.8524,1.62718,1.23776,0.000557,0.000557,0.000557
30,1403.75,1.67173,1.11206,1.09128,0.53543,0.58929,0.59613,0.32974,1.79408,1.44685,1.19754,0.00053225,0.00053225,0.00053225
31,1447.53,1.66696,1.20419,1.17258,0.53498,0.55714,0.61027,0.34143,1.80101,1.39919,1.20084,0.0005075,0.0005075,0.0005075
32,1490.41,1.65387,1.14763,1.09263,0.67435,0.50714,0.59692,0.31811,1.74421,1.38246,1.18633,0.00048275,0.00048275,0.00048275
33,1533.89,1.70375,1.35824,1.08532,0.65014,0.63737,0.63106,0.34152,1.77452,1.34359,1.18695,0.000458,0.000458,0.000458
34,1577.05,1.64026,1.09508,1.07668,0.764,0.56786,0.63465,0.36112,1.80536,1.40212,1.19318,0.00043325,0.00043325,0.00043325
35,1620.98,1.72745,1.15519,1.144,0.65406,0.64886,0.63182,0.3616,1.79598,1.35647,1.19442,0.0004085,0.0004085,0.0004085
36,1665.33,1.49346,0.97298,0.9697,0.66871,0.57113,0.57,0.32507,1.81298,1.33063,1.20467,0.00038375,0.00038375,0.00038375
37,1708.53,1.55827,1.0465,1.10344,0.66599,0.62143,0.62149,0.33756,1.87932,1.31724,1.22265,0.000359,0.000359,0.000359
38,1752.67,1.72405,1.14598,1.10986,0.6706,0.59492,0.63975,0.3462,1.8583,1.30843,1.21979,0.00033425,0.00033425,0.00033425
39,1795.62,1.53643,1.02459,1.05118,0.75876,0.57143,0.70327,0.36202,1.77956,1.23632,1.18709,0.0003095,0.0003095,0.0003095
40,1839.62,1.57948,1.09077,1.03608,0.77494,0.71195,0.72167,0.39349,1.74195,1.24149,1.16782,0.00028475,0.00028475,0.00028475
41,1884.28,1.6139,1.08954,1.16956,0.78921,0.73929,0.71542,0.38309,1.69116,1.22564,1.14854,0.00026,0.00026,0.00026
42,1928,1.78703,1.14661,1.17907,0.64723,0.73607,0.65308,0.378,1.66351,1.19231,1.14144,0.00023525,0.00023525,0.00023525
43,1971.87,1.57168,1.03879,1.12823,0.72623,0.589,0.65485,0.36423,1.66468,1.17397,1.14793,0.0002105,0.0002105,0.0002105
44,2015.54,1.61814,1.05521,1.05072,0.69892,0.58929,0.65132,0.36891,1.71471,1.19139,1.16834,0.00018575,0.00018575,0.00018575
45,2060.19,1.55539,0.97352,1.12022,0.69861,0.52143,0.63951,0.36425,1.75067,1.2186,1.18047,0.000161,0.000161,0.000161
46,2103.68,1.51143,0.94473,1.09747,0.68295,0.52143,0.62857,0.36047,1.75615,1.23432,1.17862,0.00013625,0.00013625,0.00013625
47,2146.27,1.58981,1.1397,1.1394,0.68338,0.52143,0.63676,0.36124,1.75234,1.24495,1.17864,0.0001115,0.0001115,0.0001115
48,2190.45,1.60622,0.96224,1.12209,0.67792,0.52042,0.63222,0.34971,1.7515,1.26154,1.17082,8.675e-05,8.675e-05,8.675e-05
49,2233.9,1.45261,0.92439,1.09239,0.78272,0.48929,0.6167,0.34794,1.75317,1.2649,1.16822,6.2e-05,6.2e-05,6.2e-05
50,2277.34,1.42334,0.92535,1.02778,0.8296,0.48809,0.61679,0.33995,1.75994,1.25102,1.17047,3.725e-05,3.725e-05,3.725e-05
