epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,7580.9,3.76537,4.66923,1.82248,0.0005,0.0814,0.00038,0.00011,3.67057,4.58958,1.66421,0.0006065,0.0006065,0.0006065
28,7842.42,3.79844,4.70774,1.90157,0.00038,0.02326,0.00038,5e-05,3.75488,5.22376,1.69547,0.00058175,0.00058175,0.00058175
29,8106.07,3.69034,4.67195,1.83834,0.00028,0.01744,0.00017,4e-05,3.56298,4.68612,1.6244,0.000557,0.000557,0.000557
30,8368.73,3.80567,4.66147,1.86362,0.00059,0.14843,0.00106,0.00018,3.57835,4.55391,1.63673,0.00053225,0.00053225,0.00053225
31,8633.91,3.7332,4.62128,1.8638,0.00178,0.11936,0.00123,0.00021,3.52799,4.55956,1.63024,0.0005075,0.0005075,0.0005075
32,8900.46,3.72003,4.56882,1.85876,0.0007,0.11302,0.00053,0.00013,3.74236,4.69806,1.6913,0.00048275,0.00048275,0.00048275
33,9164.8,3.75555,4.56662,1.85062,0.00027,0.13953,0.0004,0.0001,3.69494,4.55335,1.65193,0.000458,0.000458,0.000458
34,9433.49,3.73905,4.5637,1.78723,0.00046,0.15698,0.00046,0.00013,3.572,4.50844,1.61419,0.00043325,0.00043325,0.00043325
35,9701.1,3.65785,4.54607,1.77108,0.00051,0.11628,0.00041,0.00013,3.43721,4.47508,1.57826,0.0004085,0.0004085,0.0004085
36,9972.86,3.66128,4.473,1.78196,0.00038,0.10465,0.00029,0.0001,3.60635,4.48939,1.63182,0.00038375,0.00038375,0.00038375
37,10240.4,3.71964,4.48971,1.81065,0.00039,0.11628,0.00034,0.0001,3.6322,4.51444,1.63917,0.000359,0.000359,0.000359
38,10507.4,3.59793,4.46662,1.79161,0.00224,0.12517,0.0033,0.00039,3.55731,4.45537,1.59889,0.00033425,0.00033425,0.00033425
39,10776.1,3.64425,4.46537,1.74149,0.01996,0.1715,0.01131,0.00124,3.48445,4.37326,1.58401,0.0003095,0.0003095,0.0003095
40,11043.6,3.60499,4.44822,1.79214,0.00877,0.08447,0.00534,0.00062,3.54188,4.4506,1.60336,0.00028475,0.00028475,0.00028475
41,11313.6,3.55469,4.60958,1.90513,0.00041,0.06395,0.00032,0.0001,3.54957,4.48191,1.60309,0.00026,0.00026,0.00026
42,11581.1,3.46438,4.57825,1.89307,0.00108,0.14261,0.00079,0.00018,3.57843,4.42551,1.60962,0.00023525,0.00023525,0.00023525
43,11850.4,3.38194,4.48278,1.84979,0.00059,0.15424,0.00064,0.00014,3.51944,4.49375,1.56822,0.0002105,0.0002105,0.0002105
44,12117.2,3.3748,4.50205,1.86406,0.00123,0.16732,0.00203,0.00046,3.56377,4.43742,1.58046,0.00018575,0.00018575,0.00018575
45,12383.2,3.41767,4.45071,1.86625,0.00125,0.14988,0.00362,0.00077,3.61501,4.40305,1.61339,0.000161,0.000161,0.000161
46,12652.7,3.38332,4.41896,1.87727,0.00248,0.20749,0.00468,0.00087,3.53534,4.40355,1.58654,0.00013625,0.00013625,0.00013625
47,12923.3,3.36303,4.45918,1.8784,0.00133,0.16732,0.00267,0.00064,3.54287,4.38013,1.58387,0.0001115,0.0001115,0.0001115
48,13196.6,3.33687,4.39414,1.86357,0.001,0.12936,0.00092,0.00022,3.56156,4.38641,1.59108,8.675e-05,8.675e-05,8.675e-05
49,13467.1,3.31519,4.38494,1.8134,0.00252,0.17098,0.00185,0.00034,3.56194,4.37726,1.58944,6.2e-05,6.2e-05,6.2e-05
50,13736.7,3.34495,4.43033,1.84388,0.00241,0.20586,0.00184,0.00037,3.54491,4.36494,1.58454,3.725e-05,3.725e-05,3.725e-05
